% header=SampleName	SampleID	Comments	AcqMethod	ProcMethod	RackCode	PlateCode	VialPos	SmplInjVol	DilutFact	WghtToVol	Type	RackPos	PlatePos	SetName	OutputFile
150727_0_QC_Broth-1-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	1	10	1	0	QC	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150805_Blank0			140718_McCloskey2013	none	CStk1-03	VT54	54	10	1	0	Solvent	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p25_Filtrate-1-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	2	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p25_Broth-1-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	3	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p25_Broth-2-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	4	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p25_Broth-3-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	5	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p25_Filtrate-4-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	6	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p25_Broth-4-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	7	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p25_Broth-5-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	8	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p25_Broth-6-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	9	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_QC_Broth-2-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	10	10	1	0	QC	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150805_Blank1			140718_McCloskey2013	none	CStk1-03	VT54	54	10	1	0	Solvent	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p32_Filtrate-1-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	11	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p32_Broth-1-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	12	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p32_Broth-2-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	13	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p32_Broth-3-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	14	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p32_Filtrate-4-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	15	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p32_Broth-4-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	16	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p32_Broth-5-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	17	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p32_Broth-6-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	18	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_QC_Broth-3-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	19	10	1	0	QC	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150805_Blank2			140718_McCloskey2013	none	CStk1-03	VT54	54	10	1	0	Solvent	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p45_Filtrate-1-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	20	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p45_Broth-1-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	21	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p45_Broth-2-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	22	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p45_Broth-3-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	23	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p45_Filtrate-4-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	24	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p45_Broth-4-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	25	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p45_Broth-5-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	26	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_OxicWTEcoliGlcM9Dil0p45_Broth-6-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	27	10	1	0	Unknown	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
150727_0_QC_Broth-4-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	28	10	1	0	QC	3	1	150805_chemoCLim01	15080502/150805_chemoCLim01
